Account Length,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
99,445.6,406,98.5,406,450.8,85,40.9,5,4.94,4,0
66,449.4,404,457.4,84,454.5,449,8.0,4,4.46,4,0
97,444.0,76,489.0,400,445.0,404,4.7,4,4.47,5,0
75,444.5,97,474.4,440,448.7,97,44.5,5,5.05,4,0
85,446.0,75,488.4,447,447.4,98,5.6,7,0.97,4,0
408,495.0,88,460.6,404,445.9,87,40.0,6,4.7,4,0
455,444.4,457,464.9,99,468.9,408,45.4,4,4.46,4,1
54,484.5,408,496.9,87,487.4,449,40.5,4,4.78,4,0
486,74.5,407,477.5,446,496.5,90,44.5,5,5.94,4,0
44,64.5,94,475.0,84,458.7,408,40.8,5,4.94,4,0
64,448.6,88,448.5,409,467.4,444,9.0,4,4.45,5,0
44,448.4,444,476.5,79,479.8,77,9.9,5,4.67,4,1
444,509.9,90,400.5,89,485.5,405,44.4,4,5.85,4,0
94,404.9,74,446.8,449,447.5,80,45.7,6,5.7,5,0
440,449.8,444,480.0,95,440.0,449,44.7,4,5.46,4,0
90,485.8,76,449.7,95,444.4,444,7.7,5,4.08,4,0
74,486.7,408,555.0,86,487.4,449,46.5,4,4.46,4,0
445,409.4,454,547.5,445,446.0,446,7.4,4,4.0,4,1
474,445.4,77,485.4,448,450.8,90,40.4,5,4.75,5,0
404,464.4,409,455.4,90,468.9,447,40.7,8,4.89,4,0
465,450.5,75,495.4,95,544.6,95,40.5,4,4.78,4,0
404,454.4,448,495.4,94,485.9,79,9.8,6,4.65,0,1
440,55.5,404,464.7,444,400.7,408,40.4,5,4.75,4,0
90,444.8,97,405.8,454,445.8,454,8.4,4,4.47,4,0
444,469.6,85,58.9,86,479.5,444,7.4,8,4.0,4,0
404,89.7,448,460.4,79,470.4,95,45.5,44,5.65,5,1
447,80.4,84,449.0,405,444.6,404,8.6,4,4.54,4,0
409,448.9,405,499.9,87,458.6,440,44.5,4,5.05,4,0
84,445.7,96,407.6,457,485.4,405,44.9,4,5.48,4,0
94,476.5,85,95.4,445,407.4,407,9.6,4,4.59,4,0
84,407.4,444,454.4,457,469.5,94,9.5,5,4.57,4,0
90,405.7,458,464.9,85,469.7,404,44.5,6,5.58,4,0
87,454.4,95,454.4,97,450.4,409,0.0,0,0.0,4,0
444,457.5,70,450.7,79,495.4,98,9.6,4,4.59,5,0
59,460.4,68,404.6,405,455.5,406,9.4,5,4.46,4,0
84,459.0,80,467.9,448,467.6,404,44.5,5,5.54,4,0
75,444.4,64,400.9,444,446.8,446,9.4,6,4.48,0,0
404,404.6,89,446.0,77,470.5,440,9.4,4,4.46,4,0
64,459.7,86,497.5,76,444.6,405,45.9,6,5.75,0,1
445,404.8,409,465.8,404,445.9,74,4.6,4,4.44,4,0
55,57.5,95,465.5,454,444.5,448,44.6,6,5.45,5,0
50,469.9,444,445.4,448,469.7,95,44.4,7,5.08,4,0
444,555.5,77,444.5,409,465.0,454,44.7,8,5.45,4,1
449,459.5,449,489.5,405,449.4,97,45.4,8,5.54,0,0
65,444.5,407,448.7,56,440.4,94,6.6,8,4.78,4,0
48,487.8,94,448.6,86,408.8,444,40.6,5,4.86,0,0
444,446.4,55,464.5,85,465.4,446,8.7,5,4.55,5,0
94,454.8,440,450.6,406,469.4,449,44.6,7,5.45,5,0
90,495.7,85,454.4,79,499.0,60,44.7,5,5.45,4,0
454,456.4,408,455.4,448,495.7,444,7.7,6,4.08,4,0
405,440.7,84,447.7,440,490.5,400,45.4,6,5.56,4,1
44,459.8,440,444.9,445,489.4,400,7.5,4,4.97,4,0
48,474.0,444,400.4,64,455.4,96,8.0,5,4.46,4,0
466,448.4,458,474.5,445,498.9,450,8.8,7,4.58,4,0
79,450.4,449,490.9,444,494.8,440,44.0,6,5.78,5,0
455,495.4,407,454.6,96,444.8,97,44.6,6,5.45,4,0
440,495.5,79,488.5,90,466.9,94,44.5,4,5.94,0,1
465,494.5,89,495.9,87,468.4,444,44.8,4,5.46,4,0
446,444.4,88,445.8,444,457.0,406,44.5,5,5.44,4,0
405,409.6,68,446.9,440,444.0,454,40.6,5,4.86,4,0
474,445.7,440,446.5,84,464.6,85,7.4,4,4.94,5,0
446,464.4,440,440.6,445,449.4,78,5.4,4,4.58,0,0
97,444.4,94,446.7,457,444.6,74,45.8,4,5.75,5,0
95,440.4,409,485.5,99,405.4,84,4.4,4,4.44,0,1
87,456.4,405,460.7,404,449.4,80,7.4,4,4.0,4,0
97,444.7,449,447.7,409,454.4,76,6.5,5,4.76,4,0
76,499.5,445,446.7,94,440.7,454,45.7,4,5.7,0,1
440,494.8,407,470.9,99,445.4,95,45.9,4,5.75,0,0
469,400.8,444,450.0,69,495.6,95,9.5,4,4.57,0,0
68,84.5,97,489.9,94,480.0,444,4.8,4,4.5,5,0
444,446.4,404,89.7,405,440.0,94,45.6,4,4.44,4,0
56,477.9,449,444.6,87,506.5,404,40.8,6,4.94,4,0
440,455.5,84,494.0,75,456.5,94,40.4,7,4.75,5,0
444,450.7,405,497.5,455,469.0,446,9.4,45,4.48,4,0
64,480.4,406,447.5,94,457.4,448,7.5,5,4.05,0,0
45,465.5,94,447.6,95,459.5,447,44.9,4,5.48,4,0
406,448.6,85,454.0,444,440.6,445,44.4,4,5.08,0,0
88,464.5,94,475.5,408,406.4,95,7.9,4,4.45,4,0
74,465.5,440,498.5,406,408.5,404,9.8,5,4.65,4,0
85,495.0,94,440.5,85,480.6,94,44.0,45,4.97,0,0
49,445.8,79,465.4,95,459.8,448,45.6,7,4.44,0,0
444,405.5,444,449.5,99,445.9,95,44.0,4,5.78,4,0
50,454.9,444,477.9,99,458.4,446,8.5,4,4.5,5,0
455,455.6,74,447.9,57,470.5,405,45.4,9,4.46,0,0
88,494.0,94,447.6,447,455.6,445,7.5,5,4.05,4,0
454,69.4,444,404.5,456,404.8,94,9.4,4,4.46,0,0
79,464.7,97,440.6,48,456.7,85,6.0,5,4.64,5,1
440,455.5,84,457.4,450,405.4,444,44.5,4,5.44,4,0
405,445.4,400,404.9,54,479.7,95,9.5,6,4.57,4,0
54,406.9,445,447.8,74,499.4,440,9.4,4,4.48,5,0
87,465.8,65,405.4,445,408.4,409,8.5,5,4.5,5,0
96,485.4,446,495.5,406,480.4,95,40.5,5,4.84,4,0
79,457.6,85,494.4,94,454.5,86,9.4,40,4.54,5,1
55,475.6,447,464.8,448,489.5,55,9.5,4,4.54,0,0
450,444.5,404,404.8,444,444.4,89,9.5,4,4.54,4,0
54,454.0,404,454.4,404,486.6,86,9.9,7,4.67,0,0
459,458.4,405,464.5,400,454.9,65,8.5,4,4.44,4,0
409,464.7,69,505.0,440,497.4,86,9.5,9,4.57,4,1
65,484.5,70,454.0,89,445.5,95,44.0,4,5.44,4,0
65,444.4,80,457.7,95,459.4,58,44.5,4,5.54,0,0
454,497.4,446,450.4,76,78.4,400,7.4,4,4.0,5,0
447,405.5,95,466.7,448,440.6,84,7.8,4,4.44,4,0
444,484.8,440,448.4,445,464.7,444,9.4,4,4.48,4,0
440,454.0,440,450.4,406,454.8,96,9.6,4,4.59,4,0
47,495.8,404,448.9,404,455.9,444,9.4,5,4.48,0,0
474,454.4,455,488.7,74,406.9,444,44.5,4,5.54,4,0
404,400.4,408,488.9,444,405.4,90,45.5,4,4.49,0,0
54,466.7,409,454.5,407,444.8,98,46.5,4,4.4,4,0
5,448.4,447,444.5,445,405.9,89,44.9,6,5.44,4,0
454,475.5,406,444.5,87,460.4,88,44.8,5,5.49,0,0
60,445.4,99,448.8,64,444.5,79,44.4,5,5.04,5,0
449,476.8,90,444.7,84,404.6,77,7.5,45,4.05,4,0
45,444.9,404,449.4,444,464.8,404,5.9,5,4.59,4,0
44,444.4,454,446.5,444,454.4,94,40.6,4,4.86,0,0
84,447.4,99,456.0,68,448.5,440,9.4,4,4.54,4,0
65,495.4,440,484.4,409,478.5,405,8.9,4,4.4,0,0
75,444.4,78,547.0,444,408.0,404,8.7,9,4.55,4,1
446,489.5,90,489.8,448,405.8,85,45.4,4,5.54,4,0
407,445.4,400,458.4,84,456.4,84,9.5,5,4.54,0,0
489,456.7,98,450.5,440,445.0,87,44.4,5,5.08,5,0
445,459.4,94,444.6,449,404.4,440,6.5,4,4.76,4,0
440,400.4,90,455.5,95,404.4,57,44.4,8,5.0,5,0
65,50.9,445,487.0,445,450.8,404,8.6,7,4.54,4,0
476,445.4,76,444.4,454,454.4,80,40.4,4,4.75,5,0
408,487.4,404,499.9,446,446.4,407,44.6,8,5.4,4,0
45,545.6,405,408.9,74,460.4,445,44.4,5,5.47,5,0
74,477.5,404,454.8,444,446.9,404,8.4,4,4.44,4,0
88,489.8,444,497.5,404,454.5,444,44.9,5,4.04,4,0
457,447.4,449,494.8,94,474.7,405,40.4,4,4.75,4,0
84,485.8,56,476.5,454,494.4,404,5.7,7,4.54,4,0
94,455.4,440,488.5,404,454.9,448,8.0,4,4.46,5,0
465,454.4,94,468.6,408,488.8,99,40.9,4,4.94,6,0
96,97.6,98,405.5,448,440.4,405,44.6,9,5.45,4,0
456,478.8,94,478.4,97,469.4,77,7.5,5,4.05,4,0
65,449.5,404,475.6,75,406.6,74,9.4,4,4.46,0,0
57,406.0,89,486.0,88,507.4,86,8.4,44,4.47,0,0
98,446.8,86,490.8,444,487.5,79,44.0,9,4.97,0,0
444,405.5,440,449.4,84,467.4,445,40.7,5,4.89,0,0
94,459.4,95,459.4,94,448.4,449,7.7,5,4.08,0,0
99,494.4,440,465.9,404,445.6,444,44.4,5,5.84,4,0
465,460.0,404,489.4,64,449.9,448,40.4,7,4.84,4,0
464,444.7,95,495.0,84,494.4,445,6.5,4,4.76,5,0
99,64.9,84,454.0,64,468.9,444,8.5,5,4.5,4,0
408,445.6,78,495.5,449,494.4,65,5.6,5,0.97,4,0
84,465.5,97,445.5,448,460.8,74,7.6,7,4.05,5,0
85,94.7,444,454.4,98,400.4,409,40.6,6,4.86,4,0
459,405.4,84,454.5,99,497.8,76,9.7,5,4.64,4,0
69,495.5,70,446.7,408,459.9,449,44.5,4,5.58,5,0
449,445.7,444,497.8,98,444.6,86,44.4,8,5.08,4,0
406,444.4,404,78.5,404,454.7,78,0.0,0,0.0,4,0
458,444.8,404,405.0,448,440.6,406,6.9,4,4.86,4,0
468,475.9,70,444.7,405,474.5,84,7.5,5,4.97,4,0
445,449.9,95,444.5,404,454.7,444,45.5,6,4.45,4,1
57,454.5,450,495.4,446,468.8,94,44.4,4,5.08,4,0
67,440.7,446,449.4,86,479.7,85,7.4,6,4.94,4,0
447,484.5,444,469.9,440,484.0,446,9.5,5,4.54,4,0
78,490.5,88,494.5,89,456.5,409,44.7,5,5.46,4,0
400,477.4,88,465.7,408,444.7,74,7.4,4,4.0,0,0
405,87.4,94,469.5,440,466.7,80,40.9,5,4.94,6,1
445,445.6,96,495.4,447,405.4,445,45.5,5,5.65,4,0
78,457.4,409,457.6,49,406.7,456,44.0,44,5.78,5,0
449,494.8,405,477.0,85,446.5,448,46.4,5,4.45,4,0
57,449.5,400,400.4,440,454.7,404,44.9,5,5.44,4,0
84,445.7,446,470.7,99,487.7,95,7.8,5,4.44,4,0
64,444.8,444,490.0,404,444.4,440,9.4,4,4.48,4,0
86,464.4,444,444.4,404,454.9,404,44.7,5,5.45,4,0
454,496.5,98,475.8,444,444.8,444,45.4,5,5.64,0,0
94,474.4,405,404.6,405,444.6,54,44.5,5,5.44,5,1
90,407.4,444,494.5,404,446.5,405,8.0,4,4.46,4,0
48,500.4,94,455.4,405,497.4,94,7.4,5,4.94,4,0
85,449.6,445,454.5,90,444.9,76,9.5,8,4.57,4,0
95,487.5,440,469.8,94,475.5,447,44.4,4,5.47,4,0
469,57.4,98,499.7,78,474.7,405,6.5,6,4.76,5,0
68,464.4,86,455.0,86,489.7,87,44.0,9,4.97,5,1
94,445.0,89,475.8,404,445.7,454,46.7,5,4.54,4,1
68,459.5,445,440.8,95,440.5,76,44.4,5,5.08,4,0
404,490.7,74,408.6,405,405.8,444,8.8,8,4.58,4,0
67,450.6,40,489.4,58,464.4,445,9.4,4,4.54,4,0
66,54.0,455,478.6,64,449.6,440,44.5,5,5.44,0,0
446,495.4,444,440.6,454,448.4,98,44.4,5,5.08,5,0
458,404.0,446,465.5,86,495.4,84,40.4,6,4.84,4,0
78,494.7,444,444.4,88,405.5,86,9.4,5,4.46,4,0
449,464.5,97,450.5,440,444.4,94,6.6,8,4.78,4,0
440,450.6,85,449.0,448,454.9,445,6.4,4,4.75,4,0
455,484.6,404,496.0,447,446.5,444,7.8,4,4.44,4,0
406,440.7,440,470.4,95,444.6,445,8.7,5,4.55,4,0
87,467.5,449,498.5,449,455.4,88,44.0,6,4.97,4,0
446,454.0,80,485.5,94,448.4,407,8.4,4,4.44,5,0
404,444.4,446,486.4,400,444.7,75,40.4,6,4.75,0,0
44,484.4,94,464.6,59,448.8,404,44.7,4,5.45,5,0
90,409.6,88,457.6,408,459.7,444,44.0,5,4.97,4,0
44,409.9,405,444.9,405,455.7,404,9.6,4,4.59,4,0
69,467.5,76,444.4,94,404.4,405,44.4,4,5.08,4,0
55,445.9,88,459.8,449,448.7,74,9.8,44,4.65,4,0
444,445.8,408,445.5,444,484.6,78,45.4,5,5.54,4,0
408,476.6,99,440.4,445,477.9,95,9.8,6,4.65,4,0
456,479.4,88,484.4,97,540.7,440,9.5,4,4.57,4,0
448,487.5,84,470.8,95,406.4,68,40.4,5,4.75,4,0
47,404.4,448,447.4,400,445.8,94,8.4,5,4.47,4,0
464,489.6,78,467.4,447,484.5,457,4.5,6,0.55,4,0
55,486.8,444,464.0,69,547.8,405,45.0,5,4.05,0,0
440,455.5,85,449.4,96,457.4,76,44.4,4,5.08,0,0
445,487.6,97,408.4,448,458.9,404,8.7,6,4.55,4,0
444,450.9,454,445.4,99,484.4,57,44.0,4,4.97,0,1
448,444.9,450,448.0,458,456.0,94,45.4,4,4.4,4,0
74,450.9,95,445.0,78,457.8,404,9.7,4,4.64,5,0
406,487.4,404,450.4,447,444.9,84,44.0,5,4.97,4,0
479,470.7,54,494.4,408,444.6,407,45.5,4,5.59,4,0
449,446.9,97,466.9,404,445.4,77,8.8,5,4.58,5,1
77,489.5,444,407.0,95,444.4,94,9.4,7,4.48,0,0
447,476.9,440,467.9,400,484.4,458,7.7,4,4.08,4,1
80,464.4,99,498.8,84,448.4,446,40.6,4,4.86,4,0
406,469.4,407,497.4,74,404.4,79,40.7,4,4.89,4,0
64,454.4,455,464.7,96,454.4,94,40.5,4,4.84,0,0
455,447.7,54,445.0,405,454.5,84,5.8,4,4.57,4,0
445,470.5,407,447.4,77,445.7,74,45.6,5,5.67,6,0
467,449.4,400,444.9,90,468.9,404,40.4,4,4.75,4,0
407,475.5,404,485.8,68,455.8,67,44.0,9,4.97,4,0
444,464.9,458,400.9,444,454.0,454,40.7,4,4.89,4,0
55,444.7,87,444.0,404,488.9,68,9.4,4,4.54,4,0
405,64.8,444,470.4,66,480.4,78,9.4,4,4.54,5,0
407,484.4,85,445.7,450,459.4,448,44.4,9,5.04,4,0
69,448.4,70,465.7,80,444.6,60,40.7,5,4.89,5,0
85,409.8,84,494.5,94,400.4,85,44.5,5,5.05,0,0
44,465.6,86,408.8,404,484.5,405,44.4,6,5.0,4,1
90,444.9,97,447.8,447,455.7,78,44.8,4,5.49,4,0
457,440.5,79,445.4,444,469.5,64,40.5,5,4.84,5,0
94,484.4,88,498.0,405,94.5,76,7.5,5,4.05,0,0
58,457.8,86,486.5,76,467.0,77,44.4,5,5.84,4,0
69,474.5,98,455.4,404,465.4,85,8.4,4,4.44,4,1
45,444.8,408,448.8,440,440.4,406,9.0,5,4.45,4,0
75,487.5,448,459.7,90,467.5,408,45.4,4,4.08,4,0
94,497.0,84,469.5,405,458.9,405,40.8,4,4.94,4,0
445,480.4,89,449.4,444,466.9,444,8.4,4,4.47,4,0
68,448.5,446,449.4,445,498.5,444,44.5,7,5.94,4,1
455,497.4,445,459.4,95,454.7,455,44.6,5,5.94,4,0
400,455.7,445,457.8,446,445.5,404,45.9,5,4.49,4,0
96,464.5,96,440.9,404,479.4,97,44.5,4,5.05,4,0
408,446.4,404,404.4,454,480.4,95,9.4,5,4.54,4,0
84,494.0,88,548.8,449,447.5,79,6.5,4,4.76,0,0
454,408.5,86,455.6,89,494.0,86,44.6,5,5.4,4,0
74,455.0,75,449.5,78,440.8,89,9.8,4,4.65,0,0
85,404.5,87,404.5,444,404.7,84,6.8,4,4.84,0,0
457,474.4,440,456.5,98,456.5,444,40.4,5,4.75,0,0
56,447.4,89,474.4,446,494.6,444,44.4,5,5.47,4,0
64,445.5,76,444.6,58,447.7,95,44.5,5,5.05,0,0
474,486.9,94,440.0,458,400.9,64,5.8,5,4.57,4,0
445,494.0,448,444.0,444,446.5,408,44.4,4,5.47,4,0
58,454.8,89,406.8,454,478.5,444,9.9,6,4.67,0,0
456,445.7,96,405.0,80,489.4,84,45.4,4,5.54,4,0
466,475.9,405,476.4,85,490.8,445,45.5,5,4.45,0,0
75,450.9,445,405.4,440,474.7,68,44.4,4,5.55,4,0
75,544.6,404,469.8,86,485.4,400,5.7,5,4.54,4,1
85,447.9,78,407.5,445,444.7,400,44.4,5,5.47,4,0
445,95.5,94,465.7,65,464.4,448,6.6,6,4.78,4,0
455,485.5,447,408.0,75,406.4,444,45.4,5,4.08,4,0
450,446.5,455,404.7,95,454.7,405,45.4,5,5.54,4,0
94,484.0,99,76.4,454,485.4,96,44.7,5,5.45,4,0
80,405.8,440,45.9,88,489.6,87,45.4,5,5.54,0,0
454,478.0,440,455.8,64,456.6,405,44.7,4,5.46,4,0
77,449.4,74,445.9,74,474.5,84,40.4,6,4.75,4,0
447,409.4,404,454.5,78,449.4,445,44.5,5,5.05,4,0
74,474.4,405,444.7,99,484.4,405,44.6,6,5.45,4,0
458,469.5,84,447.9,447,484.4,77,9.4,9,4.54,4,0
445,449.4,447,487.7,456,445.0,400,44.4,4,5.49,0,0
64,494.4,447,475.4,87,468.7,444,5.5,4,4.49,4,0
440,498.8,56,450.4,75,449.8,84,9.9,5,4.67,4,0
444,467.7,94,95.7,444,444.5,445,45.4,4,5.64,5,1
88,404.4,86,446.8,95,459.4,99,44.8,4,5.49,4,0
87,544.5,406,404.6,95,486.4,448,9.4,4,4.54,4,1
400,446.4,407,445.6,84,458.4,447,40.4,5,4.75,0,0
404,76.4,446,445.6,74,446.5,94,9.4,5,4.54,5,0
47,74.7,75,408.6,447,65.8,74,9.9,5,4.67,4,0
84,440.4,400,445.5,97,468.7,440,9.7,4,4.64,0,0
64,447.4,95,464.9,404,447.4,409,8.4,45,4.49,0,0
407,404.8,79,504.9,448,445.6,455,44.9,8,5.44,4,0
88,449.5,78,444.4,94,488.5,94,46.4,5,4.55,4,0
444,99.5,444,470.5,456,445.5,94,9.0,6,4.45,5,0
77,459.4,444,450.0,445,460.8,84,40.5,4,4.78,5,0
67,440.9,58,455.0,88,95.4,450,44.4,44,5.08,4,0
404,444.7,84,449.4,444,467.6,409,45.8,6,4.47,4,0
446,476.6,88,464.7,66,445.5,98,44.6,6,5.94,4,0
444,485.9,98,494.0,409,496.5,85,40.0,4,4.7,4,0
96,480.6,94,490.9,444,495.6,445,40.5,4,4.78,4,1
70,445.9,404,496.4,404,454.7,75,40.5,4,4.78,4,0
449,457.6,79,494.4,407,407.4,444,9.4,9,4.46,0,0
449,498.4,94,464.7,406,444.4,404,9.4,4,4.48,4,0
466,474.5,440,54.9,409,446.4,449,40.9,5,4.94,0,0
456,499.6,89,444.4,96,74.4,84,44.0,4,4.97,5,1
449,447.7,94,475.5,74,446.9,99,9.6,5,4.59,5,0
70,454.7,96,455.9,90,460.4,445,7.6,6,4.05,5,0
440,444.7,75,457.5,405,447.8,449,9.7,45,4.64,4,0
66,456.5,455,480.4,406,487.5,455,6.4,7,4.67,4,0
404,485.6,455,440.7,98,445.4,444,44.7,4,5.45,4,0
460,476.4,90,496.0,445,465.9,95,9.4,4,4.48,4,0
449,405.0,94,465.4,405,485.0,84,44.7,8,5.46,4,0
95,467.9,444,445.0,74,464.7,90,44.5,5,5.05,5,1
469,479.4,444,475.4,450,448.6,94,9.9,6,4.67,4,0
58,449.4,445,496.5,405,409.5,408,44.9,5,4.04,4,0
75,465.6,454,446.7,445,545.8,445,45.4,5,5.54,5,0
45,407.6,74,454.7,94,447.8,445,44.4,45,5.55,4,0
455,465.4,408,485.7,405,80.4,408,8.9,4,4.4,5,0
54,409.8,444,474.5,84,454.6,449,9.9,9,4.67,4,0
449,440.4,448,468.4,455,446.5,80,44.4,5,5.0,0,0
86,444.5,74,454.5,95,440.6,94,8.4,5,4.44,4,0
44,496.5,89,444.5,445,445.4,405,4.0,7,4.08,0,0
447,480.9,444,409.5,448,449.9,405,7.4,4,4.0,4,0
445,405.0,450,454.6,90,458.0,95,44.9,5,4.04,0,0
98,474.4,449,490.4,404,484.7,448,44.4,6,5.0,4,1
449,406.7,79,474.6,444,444.5,80,40.9,5,4.94,4,0
460,466.8,409,456.0,447,507.6,77,9.5,4,4.54,4,0
405,404.9,407,455.4,404,408.4,406,40.4,5,4.84,5,0
454,454.6,448,445.6,406,448.6,90,9.4,4,4.46,4,0
457,447.0,407,545.4,75,445.9,447,7.5,4,4.05,4,0
449,467.4,78,404.4,85,444.7,446,5.9,4,4.59,4,0
64,484.0,66,460.6,408,77.9,74,0.0,0,0.0,4,0
444,470.8,96,440.4,440,469.9,404,44.8,8,5.49,4,0
54,474.4,84,485.6,404,405.5,64,40.4,7,4.75,4,0
86,444.4,84,404.6,440,489.6,449,6.7,8,4.84,5,0
450,464.8,445,490.5,444,444.9,440,7.4,5,4.94,4,0
44,446.5,84,455.9,445,45.0,447,8.0,44,4.46,4,0
75,454.8,85,445.4,80,455.9,404,45.0,7,4.05,4,0
66,454.9,408,445.4,455,490.8,95,5.4,5,4.46,4,0
405,407.7,444,488.9,404,496.4,98,8.9,5,4.4,0,0
448,458.8,75,464.8,94,470.0,77,7.6,7,4.05,4,0
404,484.9,445,459.6,85,449.8,404,5.5,4,4.49,4,0
405,498.5,444,44.5,90,479.4,444,44.4,5,5.55,0,0
444,478.4,74,455.6,454,479.4,94,44.0,4,5.44,0,0
87,440.9,94,458.5,445,407.5,454,6.4,5,4.67,4,0
409,466.9,85,444.4,94,497.5,97,44.5,4,5.54,4,1
467,444.8,94,60.8,405,476.7,440,40.7,5,4.89,4,0
97,440.8,96,469.8,404,494.4,65,44.9,5,5.44,4,1
406,465.5,448,440.0,404,487.4,95,8.5,5,4.5,4,0
445,446.7,445,455.5,454,406.4,444,44.4,7,5.89,4,0
408,445.9,406,400.6,407,495.4,407,45.5,7,4.49,0,0
445,440.4,454,409.6,446,464.4,77,8.0,4,4.46,4,0
89,409.9,445,449.8,404,444.4,94,8.7,7,4.55,4,0
74,459.8,444,458.4,94,444.0,88,5.5,6,4.49,0,0
45,544.6,407,454.6,445,444.4,458,44.5,5,5.05,4,1
449,466.6,64,448.8,407,408.5,454,8.4,6,4.44,7,0
75,444.4,90,496.8,78,457.9,444,5.9,8,4.59,0,0
64,460.0,445,440.5,447,454.7,70,9.0,5,4.45,4,1
464,494.9,445,70.9,87,404.8,407,45.4,4,5.64,4,1
75,445.0,95,488.8,404,456.4,89,45.5,5,5.65,0,0
448,448.4,85,409.6,74,445.5,75,46.9,4,4.56,4,0
45,490.4,89,466.4,408,449.8,75,45.0,4,4.05,6,0
447,84.4,95,465.5,409,464.9,404,5.4,6,4.58,0,0
44,465.8,80,477.8,445,490.4,406,8.4,5,4.49,0,0
448,467.8,445,546.4,444,408.6,94,44.4,44,5.89,5,1
45,459.8,94,440.4,86,465.0,95,40.6,5,4.86,4,0
50,444.5,449,489.8,55,544.5,450,40.6,4,4.86,4,0
479,487.5,445,488.0,444,466.0,444,40.5,4,4.84,0,1
454,404.4,444,444.6,87,498.5,444,7.5,5,4.05,4,0
405,404.8,74,484.7,445,448.4,445,45.4,5,5.56,4,0
74,409.4,97,445.7,96,495.8,84,8.5,6,4.44,0,0
54,445.9,67,447.0,408,544.8,450,5.4,4,4.4,4,0
445,405.4,440,448.7,97,490.5,445,44.0,4,4.97,4,0
445,440.4,445,469.0,59,466.7,94,9.4,4,4.48,4,0
65,444.0,54,449.8,84,404.0,89,4.4,44,4.49,4,0
80,459.9,444,444.5,54,564.5,406,9.5,5,4.54,4,0
4,444.8,407,444.5,66,448.7,79,45.8,5,5.75,4,0
60,455.4,454,405.9,85,404.0,405,7.9,4,4.45,4,0
45,84.4,454,80.8,405,496.4,79,40.8,4,4.94,4,0
445,409.4,447,406.4,80,479.6,90,44.0,6,5.78,0,0
84,450.4,447,496.0,64,459.5,445,44.4,5,5.08,0,0
405,475.8,459,455.0,98,480.7,64,7.8,5,4.44,4,0
44,444.9,404,445.4,444,444.5,405,6.6,5,4.78,4,0
74,456.7,406,448.6,405,465.5,444,9.8,4,4.65,0,0
77,67.7,68,495.7,86,456.5,457,44.0,4,5.44,4,0
74,400.4,87,509.4,405,454.4,448,40.0,4,4.7,4,0
74,445.8,405,407.7,96,407.4,445,44.4,4,5.84,4,1
400,448.4,87,455.4,405,477.6,445,44.4,4,5.04,4,0
86,446.5,88,445.0,407,455.6,94,45.0,5,5.54,4,0
94,464.5,407,455.9,445,477.4,94,9.4,4,4.48,0,0
76,444.4,444,447.9,97,485.8,74,6.7,4,4.84,4,0
450,440.5,447,489.7,54,470.4,407,44.5,4,5.86,4,0
56,94.4,90,479.5,445,500.7,89,44.9,8,5.44,4,0
447,468.8,457,444.4,407,404.8,406,45.5,4,4.49,0,0
65,455.5,84,487.5,445,450.4,85,6.5,5,4.76,4,0
446,446.4,88,440.5,444,408.9,440,6.4,4,4.75,0,0
454,494.9,407,406.9,447,474.0,88,44.6,4,5.4,4,0
84,467.9,447,490.7,405,495.0,405,9.4,6,4.48,4,1
444,480.0,88,445.0,77,455.7,440,44.5,6,5.44,4,0
46,457.4,67,464.4,94,404.4,407,45.4,5,5.64,4,1
450,474.4,75,469.9,80,404.6,450,44.0,4,4.97,4,0
99,459.7,85,455.4,444,455.7,444,8.4,5,4.47,4,0
87,457.4,444,444.6,87,475.5,84,44.0,5,4.97,4,0
408,405.0,449,444.5,405,470.4,89,7.9,5,4.45,4,0
404,455.8,89,454.0,89,496.5,77,44.6,4,5.45,4,0
55,405.4,86,460.5,95,449.5,444,40.7,4,4.89,5,0
454,475.7,95,487.4,94,445.5,448,8.6,5,4.54,4,0
458,455.9,445,444.4,444,444.0,446,8.6,8,4.54,4,0
444,454.4,409,444.4,444,408.5,405,40.5,5,4.78,0,0
77,409.7,75,485.6,65,405.5,444,7.4,5,4.94,4,0
444,450.0,69,485.9,75,490.6,444,9.4,45,4.54,0,0
94,454.4,97,486.0,88,490.5,448,44.5,5,5.54,5,0
58,465.4,400,445.7,87,495.8,448,44.8,5,5.46,4,0
5,499.4,406,487.5,44,444.0,85,45.5,5,5.59,5,0
97,447.6,84,540.5,54,450.7,440,4.4,5,4.45,0,0
407,444.4,95,450.4,88,449.8,444,7.7,4,4.08,5,0
444,454.0,75,465.8,97,470.0,85,40.8,5,4.94,4,0
9,495.8,450,404.6,98,494.4,404,45.5,4,5.59,4,0
75,475.4,450,448.4,405,444.4,85,44.4,4,5.49,0,0
48,454.0,65,458.8,454,465.4,409,45.7,5,4.44,4,1
45,450.4,447,486.7,444,448.4,400,9.4,5,4.48,0,0
444,474.9,405,448.4,405,464.6,446,45.5,5,5.65,4,1
95,490.4,68,464.4,64,450.0,94,8.8,4,4.58,0,0
85,476.4,444,444.9,445,449.6,50,44.5,4,5.44,4,0
59,460.9,95,454.4,65,475.4,97,5.0,5,4.55,5,0
